uuid,Title,Author,Year of publication
b78c1a99-8762-2f99-ad45-70adbe757f31,Boeddha zonder geheimen,"Khema, Ayya",2001
c422c19a-24bd-7eb0-8434-c8eb42a2dd2c,Boeddhisme,"Boom, Marien van den",2006
9305a2ab-9f45-a91a-9da3-6bdde8eeb55f,Boeddhisme en christendom,"Schweinitz, Hellmut von",1954
eb0afeda-9b2c-8797-0d58-596dfd2ccc89,Boeddhisme in alle eenvoud. Ontwaak en ontdek wat nooit verandert,"Hagen, Steve",2006
574f9009-3a97-abf6-4a90-04d65f1ad1f4,Boeddhisme in Nederland,"Gemert, Victor J. van",1990
04f77a05-57ab-c7cd-2917-271ccd4d82bd,"Boeddhisme. Stichter, scholen en systemen","Schuman, Hans Wolfgang",1997
addc6fe0-60ce-8302-32bd-275d24346a90,Boeddhistische psychologie van de leegte. De Zeventig stanza's van Nãgãr juna,Nāgārjuna,2001
a0b9d9a0-fb52-5da8-444e-380db3508d4e,Boeddhistische Verhalen,"Thomas, E.J.",1922
e94c02df-4247-8ced-f13b-b6678d568c07,Boeddhistische vertellingen,"Dahlke, Paul",1905
a0460188-489e-e02a-b798-c0e90c8f8d29,Boehme. 'Een zeer lichte morgenster is opgegaan',"Goud, C.|Huijs, P.F.W.|Olsthoorn, P.G.|||",2001
6fa6ca6b-c753-84ef-b7dc-d44841f34c07,Boehme. An intellectual biography of the seventeenth-century philosopher and mystic,"Weeks, Andrew",1991
fd52f897-8dab-dec3-e39b-515093d0738a,Boek van de goddelijke leer,Catherine of Siena,1935
c8d30be7-849a-7ef3-b745-7d6d8e21b9ad,Boek van de levensmissie. Een weg naar vervulling,"Glaudemans, Willem",2014
ca5bc1ed-9cc2-a7ae-6837-bef16a756443,Boek van de universele wetten. Een leidraad voor bewust leven,"Glaudemans, Willem",2015
79f7893e-770c-784a-4203-9177349d7620,Boek van het eeuwige leven. Een cursus in sterven,"Glaudemans, Willem",2012
69f2bb4a-b8ca-9101-2801-9c10e7770754,Boek van het licht en de liefde. Een oefening in mededogen,"Glaudemans, Willem",2014
86787f3c-795c-e532-caea-51dd2c0de173,Boek van het scheppen. Een opening van vreugde,"Glaudemans, Willem",2018
66f4e9dd-3857-3970-701b-9fc319af068f,Boek van het zelf. Een studie in onwaken,"Glaudemans, Willem",2017
f5c076cf-184e-a5a5-2ad3-4daaeee183cb,Boek van vergeving. Een gids van wond naar wonder,"Glaudemans, Willem",2013
3dae4819-73ef-13d7-aa1c-b31b2f18569e,Boek van wonderen. Het verhaal van de Byblos-serie,"Glaudemans, Willem",2017
2065996b-a322-730e-7896-11a93d609dd4,Boek woorden woorden boek. Rondgang door de boekenwereld,,1996
46d15d56-a160-d7c7-52b3-5a1dedc795c1,Boeken van Bô Yin Râ,"Schneiderfranken, Joseph Anton",1976
76788b63-10bf-3753-6508-7e98855acffd,Boeken voor de eeuwigheid. Middelnederlands geestelijk proza,"Mertens, Thom|Warnar, Geert|Kors, Mikel M.",1993
f58db6d9-d689-0d05-3d30-5320a1ab965e,"Boekenliefhebbers en hun boeken. Museum Meermanno-Westreenianum, Den Haag 2002",anonymous,2002
22d5bacf-9c8d-553c-51fe-dc359e02e7f0,Boethian number theory. A translation of the De Institutione Arithmetica,"Masi, Michael",1983
07bbc270-ad80-677f-c6ac-f21177962961,Boethiana aetas. Modelli grafici e fortuna manoscritta della 'Consolatio Philosophiae' tra IX e XII secolo,"Troncarelli, Fabio",1987
628e96cc-3c60-c772-f04c-eefa57349db2,Boethius,,1984
8d0e6ab4-4f56-9a6c-9c3c-750c0c5912df,"Boethius. His life, thought and influence",,1981
0c7e8ef6-aaaa-4bec-7f81-e5806d0afcb5,"Boethius. The consolations of music, logic, theology and philosophy","Chadwick, Henry",1998
d72b26db-fc50-dcbb-2cc0-b0d14dfa17c0,Bogumilen und Katharer in ihrer Symbolik,"Wild, Georg",1970
4e369efe-df52-0830-1245-7dbcb49f1d9c,Bohemen en de Nederlanden in de zestiende eeuw,"Mout, Nicolette",1975
b99f64ed-353c-6e97-0089-b93b080b74ef,Bokmalningar fran medeltid och renässans i Nationalmusei samligar,"Nordenfalk, Carl",1979
e1f355f1-bc1a-90a6-985b-20904d6f1cba,Book of Abramelin. A new translation,Abraham von Worms,2006
6818abbc-807a-19a5-3505-83d2ec910301,"Book of the explanation of the symbols, Kitab Hall ar-Rumuz","Ibn Umail, Muhammad",2003
f28f2cee-e088-7b49-7856-1246b378fb1c,Books and ideas. The library of Plato and the Academy,"Staikos, K. Sp.",2013
2bc6a353-f197-aed0-faaf-1e7c526b0a4f,"Books and manuscripts on old medicine, alchemy, witchcraft, pharmacy, cookery, tobacco",anonymous,1922
bec303de-768c-75e5-32d3-787101b28e95,"Books and manuscripts on old medicine, alchemy, witchcraft, pharmacy, cookery, tobacco",anonymous,1926
ae743c92-777d-1307-090c-49891166dce3,Books from the John Rylands University Library of Manchester,,1988
9f0f0730-b40f-5ccc-b8ec-11362b2f5dc5,Books of hours and their owners,"Harthan, John",1977
c3fdafe3-5a97-97a9-4198-99db09226590,"Books of Secrets. Natural philosophy in England, 1550-1600","Kavey, Allison",2007
4f628dfe-a476-8995-7f4d-280ffa2cd128,Books. Ancient and modern,,1948
eefd1abf-f8a8-60af-1915-a9124f9ca507,Boschi sacri e giardini incantati. Prefazione di Silvio Calzolari,"Maresca, Paola",1997
9541487b-42a9-348c-8e44-b634c6c54267,Boska Mądrość – Boska Natura Przeslanie manifestów rózokrzyzowcóww obrazowym jezyku siedemnastego stulecia,,2016
cc3873db-e7a7-de3a-265e-d8f911462863,Boten des Geistes. Schwäbische Geistesgescichte und christliche Zukunft,"Bock, Emil",1937
71fc4e40-99cd-8734-7f26-d5828d38a432,Boulgres et Cathares. Deux brasiers une même flamme,"Topentcharov, Vladimir",1971
ebd50415-26c8-0f32-4f82-1c2b56bc4036,Bouquet composé des plus belles fleurs chimiques,"Planis Campy, David de",1629
b636b324-af09-67eb-e06e-e3c9ebe4cfa6,Boyle: Between God and Science,,2009
0033ec21-a874-5516-d589-4b0219736a73,Božská Moudrost Boží Príroda,,2019
d7a99f4b-ff86-726a-c017-c61131449880,Braid on hypnotism. Neurypnology or the rationale of nervous sleep considered in relation to animal magnetism or mesmerism and illustrated by numerous cases of its successful application in the relief and cure of disease,"Braid, James",1899
10f13fba-8b8b-0e91-72e7-b277b9f2181d,Braid on hypnotism. The beginnings of modern hypnosis,"Braid, James",1960
bdafb432-5a41-2bc3-2fac-85b725cf8ff4,Braises cathares. Filiation secrète à l'heure de la réforme,"Jas, Michel",1992
f41b8bc7-6231-a226-be2b-84ad20347eb2,Brandende alleenspraak met God,Gerlach Peters,1984
3e0e9aaf-9f53-0f97-7916-5d17aff83c71,Brandende alleenspraak met God,"Peters, Gerlach Peters",1947
2d478980-a5b5-b8e9-d07d-c3dd3b573f90,Braterstwo Shamballa,"Leene, Jan",2005
919c45db-b370-15e9-a2eb-9e063fa905c8,Braut-Messe,"Held, Hans Ludwig",1913
0daa74f3-90db-a6bb-efd2-38fd72c247ee,Bref exposé de la doctrine gnostique,"Esclarmonde, S.-J",1913
b2cc3618-48d6-c52a-5fd0-8fe426a28367,Breve et semplice risposta alla dignissima Fraternità del virtuosissimo ordine di C.R,anonymous,1616
d3839c26-d99f-8dd7-0d22-9b7eb730a500,Breves in sphaeram meditatiunculae,"Mercator, Bartholomaeus",1563
24ee4103-41c5-bff6-2383-f35e87e3d59d,Breviarium anagrammaticum. The Latin hymns of the breviary and other famous Latin hymns of the early church turned into metrical anagrams,"Begley, Walter",1906
c35b2f93-3e6c-6b27-59ae-d00cc79eb8c5,Brevier aus seinem geistigen Lehrwerk,"Schneiderfranken, Joseph Anton",1965
d13ed02c-4584-825a-3d3f-9e9db08a8297,Brevis censura Stiefelianismi oder kurtze Erzehlung und Wiederlegung...Esaias Stieffel,"Weber, Johann",1624
c82fb4d3-8897-4d2b-c037-5e138c8186e5,"Brevis, de lithosophistica, erronea quorundam, de lapide philosophico nunc disceptantium doctrina, religioni Christianae incommoda, observatio","Lutz, Cyriacus",1582
8bee1523-823e-074f-342f-0ced7a90f4af,Brief aan den eerwaarden Hermannus Schyn .. waar in de leere der Doopsgesinden ... verdedigt word,"Dooregeest, Engel Arentsoon",1700
321960c7-07bd-998e-7559-bfdcb7017950,Brief aan den heer Fredericus Spanhemius ... waarin de leere der Doopsgesinden nader uytgelegt en verdedigt werdt,"Dooregeest, Engel Arentsoon",1700
eecfdd7b-af0f-2ef2-2bc2-6d69989d5f70,Brief aende hoogh-mog. heeren Staten Generael over de sententie Joh. Grevii ghebannen int tuchthuys t'Amsterdam,"Uytenbogaert, Johannes a.o.",1620
af12c0c1-2be1-ae7a-b211-709ad0f79992,"Brief an den Jünger (Ayuha-'l-Walad). Arabisch und Deutsch. Mit einer kleinen Einführung in die Geschichte undEsoterik der Sufi-Philosophie

","Ghazali, Abu Hamid ibn Muhammad al-",2009
1985a3a9-cd9a-051a-c836-424b22163e1c,Brief van Paulus aan de gemeente in Laodicea,"Lorber, Jakob",1990
d13f1553-fe01-597f-7f7a-9d205425030d,Briefe ... an den Frey-Herrn von Metternich,"Guyon, Jeanne-Marie",1769
affd2499-1bb2-cf0f-2e2d-88170065b69d,Briefe 1902-1924,"Kafka, Franz",1975
bde7a7c9-5cf6-5e8e-53da-559858536747,Briefe an einen Freund in der Schweiz,"Semler, Johann Salomo",1786
46a7cb98-0715-dbe3-4ba8-91f203c31ce4,Briefe an einen und viele,"Schneiderfranken, Joseph Anton",1935
3d65db01-bcbf-c8a4-bd96-0c56890114df,Briefe an einen und viele,"Schneiderfranken, Joseph Anton",1971
baf65f7b-5d1e-35d1-33b6-fc32ec983f07,Briefe an Freunde 1931-1959,"Fritsche, Herbert",1970
7a0d3bc7-852f-0d6d-eca6-832a92ad4ca6,Briefe an Friedrich Nicolai,"Ferber, Johann Jacob",1974
c7597011-c56e-6718-a8b4-c4f04b43b69d,Briefe an Studenten,"Grasshoff, Carl Louis Fredrik",1970
d7d91f49-a032-73e9-1618-a1ed2096a2a7,Briefe an Studenten,"Grasshoff, Carl Louis Fredrik",1999
92768138-5e99-f34c-feba-c493cd0f5e12,Briefe aus Gurs und Limonest 1940-1943,"Krehbiel-Darmstädter, Maria",1970
f0cd440d-83dd-0901-da75-5ddd252cf043,Briefe der Katharina von Siena,Catherine of Siena,1921
5dfc3e44-2df7-4b0b-de13-07089d7a8d11,Briefe des Mediceerkreises aus Marcilio Ficino's Epistolarium,"Ficino, Marsilio",1926
54162ffa-2d12-0d64-8fb9-e2f1b242a467,Briefe eines Biedermannes an einen Biedermann ueber die Freymaeurer in Wien,Anonymous,1786
79ecba57-7f25-bef9-de81-4e38ddf350b0,Briefe in niederländischer Sprache,"Tersteegen, Gerhard",1982
b0a6003d-9075-a2ad-6c1f-844c0cc7d285,Briefe ueber die Königliche Kunst,"Krebs, Johann Baptist",1912
bc2a52b1-34d7-04f6-ea20-3d6f7a212332,Briefe und Aufsätze. München 1925-1933,"Wolfskehl, Karl",1966
35f7f9f2-d242-4e09-f71b-03ae006d13c0,Briefe von der ersten Offenbarung Gottes,"Hahn, Johann Michael",1839
74e4fb98-5cd8-96f3-4c2a-f251199e26a2,Briefe von Johannes dem Einsiedler,John of Lykopolis,1941
bf740f02-4a05-3738-5b6a-bbb0394519d7,Briefe von Marsilio Ficino. Eine Auswahl aus dem ersten Buch der Briefe,"Ficino, Marsilio",1994
b8edd624-1faa-a16b-5d46-c10ae85a7814,"Briefe. Herausgegeben von Aniela Jaffé, Zürich in Zusammenarbeit mit Gerhard","Jung, Carl Gustav",1973
010862e3-a268-e6f4-0b72-792dafbeb00f,Briefwechsel,"Rilke, Rainer Maria|Thurn und Taxis, Marie von",1951
9f087201-1bbf-2a97-4987-ab7f9859b23a,Briefwechsel und Dokumente,"Steiner, Rudolf|Steiner-Von Sivers, Marie",1967
2a0a7244-685e-e622-446f-2ed132d53ce5,Briefwechsel. Nach den ältesten Handschriften übersetzt und nach den Quellen erläutert,Hildegard von Bingen,1965
17374de7-3ff0-b42f-2ccb-66ccc631dba9,Briefwisseling vertaald uit het Latijn en uitgegeven naar de bronnen,"Spinoza, Benedictus de",1977
224fa81b-1de0-2d45-e27f-1cace35fe76e,Brieven,"Stok-Huizer, Hennie",1987
1fcd105e-c8a0-944f-5475-9ba5f8486fa7,Brieven aan de leden van de anthroposofische vereniging,"Steiner, Rudolf",1985
cdfd2edf-d973-8aa8-248d-1044145a0a70,Brieven aan de scholen,"Krishnamurti, J",1981
269d0389-665c-f556-0b95-e4680ed0348b,Brieven die me hebben geholpen,"Judge, Wiliam Q.",2001
c846d31c-1d1a-fa1a-ff56-36307073e29b,Brieven over het kwaad. De correspondentie tussen Spinoza en Van Blijenbergh. Hertaald en ingeleid door Miriam van Reijen,,2015
59780163-0246-f22d-d8ff-bbea3b8f0be1,Brieven over occulte meditatie,"Bailey, Alice A.",1977
f9a6fe2b-b05d-b5af-f857-6cb44b9044a0,Brieven van de meesters van wijsheid 1881-1888. Met een voorwoord van Annie Besant. Overgeschreven en verzameld door C. Jinarajadasa,,1925
7a9df76a-4546-d3d6-d443-dbd9a08a5e1b,Brieven van Jezus en Abgarus. Geïnspireerd ontvangen en op schrift gesteld,"Lorber, Jakob",1982
6599c3db-b316-f862-c98e-f0eff57c87c5,Broeders in de geest. De doopsgezinde bijdragen van Dierick en Jan Philipsz Schabaelje tot de Nederlandse stichtelijke literatuur in de zeventiende eeuw,"Visser, Piet",1988
2cd8e510-d70a-b51d-7f5c-e550a843add1,Bron van het Occultisme,"Purucker, G. de",1990
0f6ec58d-dae9-1284-cb3b-f4ff2713244d,Bron van het Occultisme. Een moderne presentatie van de oude universele wijsheid gbaseerd op De Geheime Leer van H.P. Blavatsky,"Purucker, G. de",2006
1de8209d-5029-544d-e934-64dca85664dc,"Bronnen van kennis. Wetenschap, kunst en cultuur in de collecties van de Leidse Universiteitsbibliotheek",,2006
e626c091-032f-5a38-53e1-a4e6133ca307,Brot und Wein,"Doldinger, Friedrich",1925
34c330c2-ab4d-7f5c-5209-d26db57e99d4,Browning as a philosophical and religious teacher,"Jones, Henry",1899
03f9fce9-346f-3631-2adc-4e0e32bb6a3b,Brunnen der Weisheit und Erkänntniss der Natur,anonymous,1706
ee7f58c6-c69e-81ee-5ab2-1012405e4ab3,Brunnen der Weisheit und Erkäntnus der Natur,anonymous,1706
60376074-7d95-7db1-e6a3-99ea496f346f,"Brunnen der Weisheit. Ganz besonderer und merkwürdiger Brief an die Herren Hohen und unbekannten Obern Gold- und Rosenkreuzer. Papus. Dido. Okkultistische Monatsschrift. Werdegang der hermetischen Medizin. Yin und Yang vor ihrem Auftreten in der Philosophie. Praktische Anleitungen zum Hellsehen. Kultur der Zeit, Kultur des Raumes","anonymous|anonymous|Hentges, Ernst|anonymous|anonymous|Rousselle, Erwin|Ganzer, Oskar  Evola, Julius",1999
f46342a6-cc2c-ddf6-af9e-e592808ead60,Brunnen der Weissheit und Erkänntniss der Natur,anonymous,1757
be3797d7-2fe0-b8f0-7a2d-edafb28b6c8c,Brunnen der Weissheit und Erkänntniss der Natur,anonymous,1767
1b0f2c0e-ec57-f306-37b1-3f20bc7b945d,Bruno e Spinoza. La realta dell'infinito e il problema della sua unità,"Deregibus, Arturo",1981
e1b92979-f68d-a8ef-af5c-578624bb5bd4,Bruno nel XXI secolo. Interpretazioni e ricerche,,2012
3a3450d4-512b-dc6c-4762-50fc261dc1e8,Bruno oder über das goettliche und natürliche Princip der Dinge. Ein Gespräch,"Schelling, Friedrich Wilhelm Joseph von",1834
d71fa441-1a35-78e2-cf1f-a725bdb444ba,Bruno oder über das goettliche und natürliche Princip der Dinge. Ein Gespräch,"Schelling, Friedrich Wilhelm Joseph von",1842
e4840e3a-973d-0bc0-b1f1-45855117f4ca,Bruno oder über das göttliche und natürliche Princip der Dinge,"Schelling, Friedrich Wilhelm Joseph von",1802
cb92309b-254e-f3ee-09c4-b72b748984ac,Bruno oder über das göttliche und natürliche Prinzip der Dinge,"Schelling, Friedrich Wilhelm Joseph von",1928
dcd1fd6f-73d2-4143-2215-a7c8d6e7dcbb,Bruno oder über das göttliche und natürliche Prinzip der Dinge,"Schelling, Friedrich Wilhelm Joseph von",1954
2ef5a34d-7a5f-5b70-a76f-17e681d68801,"Bruno, der Märtyrer der neuen Weltanschauung. Sein Leben, seine Lehre und sein Tod auf dem Scheiterhaufen","Landseck, Rudolf",1890
425112c9-ba36-0d8a-1205-1e5ce4e00190,"Bruno, ou du principe divin et naturel des choses","Schelling, Friedrich Wilhelm Joseph von",1987
1ec681b4-522b-1b87-998d-15e2fa0c5ae5,Brunus redivivus. Momenti della fortuna di Giordano Bruno nel XIX secolo,"Canone, Eugenio",1998
d8f0d57f-a708-2954-b506-1df05dba97fd,"Bräutigam, Sonne und Mutter. Studien zu einigen Gottesmetaphern bei Gregor von Nyssa","Bjerre-Aspegren, Kerstin",1977
f2ab09de-e632-7118-04b9-b3a0433be194,Brève instruction ...à la perfection chrétienne,"La Combe, F",1707
00822291-20f6-31cf-bf9b-e7bc17ba1034,Bréviaire mystique,"Sédir, Paul",1909
c6acecb2-618f-837e-352e-56fe98ff7b6c,Brüderliche Vermahnungen an einige Brüder Freymäurer,,1781
4655bb11-3e2f-cf0f-b3d5-da37ebbc98cb,Bubi. Lustspiel in drei Akten,"Meyrink, Gustav|Roda Roda",1912
75d1d438-826c-3a07-7056-2872045de510,Buch Abramelin das ist Die egyptischen grossen Offenbarungen oder des Abraham von Worms Buch der wahren Praktik in der uralten göttlichen Magie,Abraham von Worms,1995
02f4a707-61b3-27f6-632d-647278b2623b,Buch der Chroniken,"Schedel, Hartmann",1933
a2c0728a-973e-9e90-9ea6-8b9caa8e323d,Buch der Einheit. Aus dem Hebräischen übersetzt nebst Parallelstellen und Erläuterungen zur Mathematik ibn Esras,"Ibn Ezra, Abraham",1921
087aa0ba-de0d-3250-2f09-329fa96ee2d8,Buch der göttlichen Tröstung und von dem edlen Menschen (Liber 'Benedictus') unter Benutzung bisher unbekannter Handschriften,Eckhart,1952
18f92227-c8ba-d8d1-f33c-cb624ca8f2f6,Buch der göttlichen Tröstung und von dem edlen Menschen (Liber Benedictus),Eckhart,1922
9c04a63a-ea89-2a0f-bfe3-f3fe9670dd8d,Buch der göttlichen Tröstung und von dem edlen Menschen (Liber Benedictus),Eckhart,1933
10745595-e8ce-462e-dc34-be4eb6cc1cc8,Buch der Jüdischen Weisheit,,1921
1685d326-1121-b0f7-7e89-dbd6a4545939,Buch der Phantasten,,1984
748c9484-108f-8202-6b70-bf7b74314358,Buch von dem Stein der Weisen,"Kelley, Edward",1731
68c38cef-d7af-8c85-4578-02de9c649f15,Buchmalerei des Mittelalters. Eine Einführung,"Pächt, Otto",1985
f211fb83-fdc3-f73b-01d8-f43a26fe08cf,Buchstabenmystik,"Dornseiff, Franz",1916
324acb71-6f87-a6f1-4d28-d6258ba6235c,Buddha,"Boeddha, Gautama",1920
d461eaf5-59ef-8ff7-41ca-cf398f09f5c0,Buddha and the Gospel of Buddhism,"Coomaraswamy, Ananda K.",1985
8e2b8e41-8851-2e37-aceb-2114ccead60c,Buddha und Christus,"Mensching, Gustav",1952
b7400de4-f74a-8200-aa3c-7d0c7e3cb688,Buddha und Christus - ein Vergleich,"Mensching, Gustav",1978
bcfd5507-5167-2a30-73d7-05388f5dc42f,Buddha und Christus; Die Sphäre der Bodhisattvas,"Steiner, Rudolf",1944
e5a7bae7-1207-55dc-b594-68b9d8fe53cd,Buddha und seine Jünger,"Schmidt, Kurt",1955
fb99f7b9-6dc7-a7d7-10a4-56ef19a54e66,Buddha. Auswahl aus dem Palikanon,"Boeddha, Gautama",1979
06a2d9ba-3a3c-477e-0124-128a02c31e73,Buddha. Der Weg der Erleuchtung,"Auboyer, Jeannine",1982
6e87bedf-f114-d5b7-c0e9-63a9b301096a,Buddha. Die Erlösung vom Leiden. II Der Weg zur Erlösung,,1921
fe49d6a7-bc75-a740-0a54-3a6854654238,Buddha. Die Lehre des Erhabeben. Aus dem Palikanon ausgewählt und übertragen von Paul Dahlke,"Boeddha, Gautama",1986
4082c83c-de9c-84ec-014d-2a2eb406e8a5,"Buddha. Leben, Lehre, Wirkung. Der östiche Weg zur Selbsterlõsung","Lehmann, Johannes",1983
b3bdac1b-8c46-b69b-c7d2-775988d889b6,Buddha. Sein Leben - seine Lehre - seine Gemeinde,"Oldenberg, Hermann",1961
03ba5f34-42b6-0c34-f459-0746d00bb932,Buddha. Seine Lehre und sein Weg,Or BH,1953
068fcc03-9c98-fcb8-0fe4-4d2e15de2602,"Buddhas kleines Buch vom Schlaf. Zur Ruhe kommen, in den Schlaf finden, erholt aufwachen","Emet, Joseph",2013
e7763c32-41dc-3abf-3a76-d889a226bd37,Buddhas Leben und Lehre,"Hillebrandt, Alfred",1925
621ab149-a8b1-ee20-cbfe-4fe04c8169ca,Buddhas Lehre: eine Einführung,"Schmidt, Kurt",1947
6a146ab8-ee2e-fc00-67d2-0c1a4b8ec6cd,Buddhas Reden. Majjhimanikaya. Die Sammlung der mittleren Texte des buddhistischen Pali-Kanons,"Boeddha, Gautama",1989
2e1756d1-84f0-12ab-6cb7-0f9aa2d94a87,Buddhism and the god-idea. Selected texts.,,1970
fae1a1e3-d6da-85cb-5fd8-32a4189b43fb,Buddhismus,"Greschat, Hans-Jürgen|Kraatz, Martin",1985
ef3a92c1-14b5-4874-9971-ee23621bed37,Buddhismus,"Kantowsky, Detlef",1993
a1d9afa4-e540-5bc0-9f8d-499c77b5384a,Buddhismus als Religion und Moral,"Dahlke, Paul",1923
2c34e0f2-a179-9642-10eb-a8dfb3406c71,Buddhismus als Weltanschauung,"Dahlke, Paul",1924
ea9afd2d-b326-cabe-3e24-8ad4fae90950,Buddhismus für das Abendland: Freiheit durch Erkenntnis; eine in 3 Teile gegliederte Arbeit über Buddhismus,"Karwath, Wlater",1971
9548cb2a-1bf8-7ced-84a7-ede539865ab1,Buddhismus für Ungläubige,"Batchelor, Stephen",1998
a46409a4-f244-7b09-252c-abe319d4871f,Buddhismus und Gottesidee. Die buddhistischen Lehren von den überweltlichen Wesen und Mächten und ihre religionsgeschichtlichen Parallelen,"Glasenapp, Helmuth von",1954
68b925fa-10ad-e225-c59b-8f15ac6c0f32,Buddhismus: das erste Jahrtausend,"Ikeda, Daisaku",1986
d0bc192f-6fe0-17d1-7413-b599ab973cf0,Buddhistisches Denken. Drei Phasen buddhistischer Philosophie in Indien,"Conze, Edward",1988
f668e914-3426-f751-cb7f-5e64f4431374,Buddhistisches Wörterbuch: Kurzgefasstes Hanbuch der buddhistischen Lehren und Begriffe in alphabethischer Anordnung von Nyanatiloka,Nyānaponika Mahāthera,1983
22c2f970-c337-d390-8d5e-950fb4a5a8b1,Bundel van praktikale verhandelingen over eenige schriftuurteksten,"Avinck, Theodorus",1855
623529ab-916d-a635-24ec-1875761e9754,Bundesidee und Mythos im Zeichen des Rosenkreuzes. Die Rezeption des Rosenkreuzertums insbesondere in der ersten Hälfte des 18. Jahrhunderts,"Schindler, Carola",1997
96a47667-0551-68c3-f519-9661d4ead42f,Bunker Hill Los Angeles. Reminiscences of bygone days,"Politi, Leo",1969
0530d6b6-57fc-6e65-ddfe-79466b235083,Burgerschap: ethiek voor een verlichte samenleving,Thich Nhat Hanh,2013
4bd3600e-b26d-5cb6-b7e3-7492516c66ea,"By light, light. The mystic gospel of Hellenistic Judaism","Goodenough, Erwin Ramsdell",1969
f3fe9762-78e9-c766-7b49-d17e9bf0c6e6,Bybelsche figuren vertonende de voornaamste historien der heylige schrifture,"[Barrefelt, Hendrik Jansen van]",1717
5747ad5c-bcce-3ca7-e9aa-90756857e763,Bygone beliefs being a series of excursions in the byways of thought,"Redgrove, H|Stanley",1920
929e76fc-7077-94cf-791e-95f8508abad0,Bygone beliefs being a series of excursions in the byways of thought,"Redgrove, H|Stanley",1981
97c195bb-750d-12d3-d97c-02250fe500c0,"Byvoegsel tot het algemeen groot historisch, oordeelkundig, chronologisch, geografisch, en letterlyk naam- en woord-boek","Calmet, Augustin",1731
f3d43ab5-2802-628c-e5ee-d7214f7397c8,Byvoegsel tot het tractaat Getuignis der waarheit,,1679
fc94a4ae-39bf-9778-f39e-c5d9a9ce4eab,Byzantine scholars in Renaissance Italy: Cardinal Bessarion and other emigrés. Selected essays,"Monfasani, John",1995
74a109ea-f315-9cd2-c497-6f99a280a2e3,Bíly dominikán,"Meyrink, Gustav",1999
0c80fa55-cf62-1953-c016-0e379039ed10,Bô Yin Râ,"Weingartner, Felix",1923
11e96e60-68c8-efad-6074-c97914e097e1,Bô Yin Râ en de concrete geestelijke werkelijkheid. Enkele inleidende beschouwingen,"Reichenbach, B.A.",2004
530d37ec-f8b1-c8f0-eda0-7e15da62e24d,Bô Yin Râ und die Natur,"Schneiderfranken, Joseph Anton",2018
5c04e952-32c3-efca-81e8-74df758660fc,"Bô Yin Râ, een levensmeester. Teksten van en over Rduolf Schott, met luister-CD","Schott, Rudolf",2007
8115805d-3ce9-71ad-c771-0fb8d68580a9,"Bô Yin Râ, Het boek van den levenden God","Visser Smit, Dr. D. de",1930
041f61e2-d388-120b-4f11-6131f28d4d2b,Bô Yin Râ. Kurze Führung durch seine Werke und Stichwortverzeichnis,"Ottmar, Hans",1922
076a3519-a2e5-7e71-53f4-3097642e94c8,Bô Yin Râ. Leben und Werk,"Schott, Rudolf",1954
b27af6e9-e098-e6e5-3ef3-c0fb746f04b6,Bô Yin Râ. Leben und Werk,"Schott, Rudolf",1979
895bb612-d4e4-e617-1859-4db95cc5f553,Böhmische Dörfer,"Serke, Jürgen",1987
98ff86bf-d16f-8bbf-841c-efd393633341,Böhmische Sagen. Aus alten Quellen geschöpft,"Wiener, Oskar",1919
0ed22b33-a83d-16d2-b534-f3498059afd9,Bücher des flammenden Herzens,"Schmidt, K.O",1977
9f193815-4c64-b928-4ed4-cc132829a865,Bücher im Staube. Die Theologie Johann Arndts in ihrem Verhältnis zur Mystik,"Braw, Christian",1986
10f62b58-4f07-a855-7314-e57629b43825,"Bücher und Schrifften, so viel deren ans Liecht kommen. Sambt seinem heiligen wunderbarlichen Leben","Seuse, Heinrich",1661
c244b44c-e802-12aa-c62d-93b8be037a38,Büchlein von den neun Felsen,"Merswin, Rulman",1863
f3da4e6d-def2-8e0b-c28d-1433dd82419e,C'est a toi que je confie,,1991
09d4627f-c048-2ddb-497f-cda208f209d1,C.G. Jung,,1993
e1cce289-a113-4f22-9b56-feb5d4e3beb9,C.G. Jung Bibliothek. Katalog,anonymous,1967
fbeef017-8abd-80d5-4fc1-b8d8cc8bb79b,C.G. Jung in Selbstzeugnissen und Bilddokumenten,"Wehr, Gerhard",1975
cd09847f-d01f-8658-1b56-a9cc5c0faa63,C.G. Jung und die Mysterien. Symposium,,2011
f1c21ca6-cd49-2cc2-4dfc-8c01f8a5e495,C.G. Jung und die östliche Weisheit. Perspektiven heute,Wegener-Stratmann,1990
e204710f-3f5a-e7e7-8a20-87ef1102e200,C.G. Jung. A biography in books,"Shamdasani, Sonu",2012
33c18070-890c-730d-5574-8faf5563d167,"C.G.Jung. Interviews, herinneringen, gesprekken en lezingen",,1985
1817bb27-7b18-366c-3efd-8bcd119931dc,"Cabala chymica. Concordantia chymica. Azot philosoph[orum] solificatum. Drey unterschiedliche, nützliche, und zuvor nie aussgegangene Tractätlein","Kieser, Franz",1606
5362a569-0d94-8518-830b-eec296dc63d3,Cabala del cavallo Pegaseo. Asino Cillenico,"Bruno, Giordano",1585
e5f56d70-dbe7-f8ad-b2d2-0918efeacd0b,"Cabala magica tripartita, das ist: Drey ... cabbalistische Tabellen ... Trois tables cabalistiques",anonymous,1747
