uuid,Title,Author,Year of publication
fdb213c7-a2b8-fc6e-4cb4-9803cdc6c61a,"The urgency for self - discovery. Lectures held on the 1st, 2nd, and 3rd of June 1974 in the Hoorneboeg (near Hilversum) Holland","Thakar, Vimala",1977
98d5253d-009a-053a-f47e-aeda9f8ec439,The urgency of change,"Krishnamurti, J",1971
0a2066ac-edb8-d05c-7ee5-fef3a3f964c5,The use of images in the pastoral care of nuns: the case of Heinrich Suso and the Dominicans,"Hamburger, Jeffrey",1989
549492dd-432c-00fe-3093-de62f67c53df,The vanished library,"Canfora, Luciano",1990
4ba00ebe-923f-9b3f-9f22-a65f868802e7,The vanity of arts and sciences,"Agrippa, Henricus Cornelius",1684
8f19000e-7ff4-705f-2caa-aac8c3e80b03,The vanity of dogmatizing: or confidence in opinions,"Glanvill, Joseph",1661
ed826725-a334-92b8-401e-a8ad410ccc22,The vedic chant studied in its textual and melodic form,"Hoogt, J.M|van der",1929
f461ae9e-6733-6811-94c9-d904df45074f,The very ancient Clermont chapter,"Yarker, John",1904
4a8f10ca-be75-54e1-7a0a-658b6dea6c44,The virgin ideal. The immaculate conception of Our Lady. The Virgin Queen. The Areopagus of English poets. Birth of a new light,"Dawkins, Peter|Bokenham, Thomas",1982
63eac0db-53c4-9058-15d0-b5e40033656c,The vision of Aridaeus,"Mead, G.R.S",1907
4ec2808e-091c-dede-58af-2d54c0fce583,The vision of God and man,"Inayat Khan, Hazrat",1982
e6cbf2a3-fe68-53a5-c9fc-880f7420a63d,The vision of God. The christian doctrine of the Summum bonum,"Kirk, Kenneth E",1991
b125d56f-82fd-8ffc-8bd7-af25f14678d9,The vision of Hermes. An interpreation in three parts of Poemandres - the second book of the Divine Pymander,"Fisher, Bruce S",1996
4e796540-d15a-01ec-5ce0-747f20726db5,The vital body,"Grasshoff, Carl Louis Fredrik",1950
ac38da3d-c134-b99d-7844-40a1ea399bac,The vital body,"Grasshoff, Carl Louis Fredrik",1971
4a9a9a57-8f01-55d9-679b-eaaca7b6daed,The voice of Isis,"Curtiss, Frank Homer|Curtiss, Harriette Augusta",1923
8170b96a-0c9e-f146-c9e0-9b5742684d64,The voice of the silence,"Blavatsky, H.P.",1992
08d727df-3cd2-9539-cdb0-cab54e992405,The voice of the silence and other chosen fragments from the Book of the golden precepts,,1892
263c3ea3-e361-295a-91ce-4ef4b65da854,"The Waldenses, 1170-1530. Between a religious order and a church","Biller, Peter",2001
c58678a9-4eb5-95e1-fe14-c634fd8e088a,"The Waldenses, or protestant valleys of Piedmont and Dauphiny","Beattie, William",1838
00ff9869-68ac-be12-75d0-02105f3f134c,The Waldensians. The first 800 years (1174-1974),"Tourn, Giorgio",1980
f10a9a8e-62a1-fe9d-2dd9-463b01b23c9b,The walled garden of truth,"Sanai, Hakim",1989
84604ef5-ba26-526e-b4c0-4cd9bffbb7d4,The wandering Jew/The wondering Christian,,1998
0199f904-f5ce-f256-7354-83e58243a8cf,The wars of David,"Lead, Jane",1816
22751a54-5824-94bf-dd97-c0c4ead44b19,The wars of David and the peaceable reign of Solomon,"Lead, Jane",1886
24695f5d-7fac-0a73-ce59-76a62db2cc9f,The way and its power. A study of the Tao Te ching and its place in Chinese thought,"Waley, Arthur",1949
2eed6a6e-0d68-7999-f148-b240fa397508,The way from darkness to true illumination,"Böhme, Jacob",1913
4c2d45fa-82d3-c7c4-bfd8-189cb47ac96f,The way of Chuang Tzu,"Merton, Thomas",1970
205245f6-f637-a66c-c86f-b99fc7db9060,"The way of divine union. Being a doctrine of experience in the life of sanctity, considered on the faith of its testimonies and interpreted after a new manner","Waite, Arthur Edward",1915
ecaea987-b71a-6995-c087-9014743ad972,"The way of divine union. Being a doctrine of experience in the life of sanctity, considered on the faith of its testimonies and interpreted after a new manner","Waite, Arthur Edward",2020
0fc3594f-d461-8bab-9b92-ea3cd938934c,The way of Hermes. The Corpus Hermeticum. The definitions of Hermes Trismegistus to Asclepius,,1999
9283011a-31da-9e81-faf8-a32f29b8abf2,The way of illumination,"Inayat Khan, Hazrat",1960
678b26db-6de7-9f43-d570-421ed31c33fb,The way of kabbalah,"Kenton, Warren",1976
71938c0c-8b32-8077-f47c-1449303fe393,The way of kabbalah,"Kenton, Warren",1991
85213cfd-e775-3422-07f1-64fbcb083b99,"The way of Lao Tzu (Tao-te ching). Translated, with introductory essays, comments, and notes by Wing-tsit Chan","Chan, Wing-tsit",1965
c2426f9e-e347-ca6f-cfbf-5613ec7ce7de,The way of life,Lao Zi,1955
7d83f92f-6d15-6750-927f-2c98379ed3fb,The way of life. A new translation of the Tao te Ching,Lao Zi,1999
77571d04-51dc-356b-c863-a3a87eff68dd,The way of life. According to Laotzu,Lao Zi,1962
862cd06f-e671-33ca-e428-c34518010831,The way of Muhammad,'Abd al-Qadir as-Sufi,1975
c085887f-ed99-23fa-94b9-408722cf69a5,The way of QI,,2000
25954301-8b3f-06dd-aa73-5f510793d4c8,The way of splendor. Jewish mysticism and modern psychology,"Hoffman, Edward",1981
5ed26c74-ef34-ff90-978e-2b1008e3988f,The way of the Crucible. Real alchemy for real alchemists,"Bartlett, Robert Allen",2015
ab77405e-ce9c-4608-4bee-5c599940446a,The way of the mystics,"Graef, Hilda C.",1948
176c4b0a-9856-e153-e90d-12e2f0cdc804,The way of the Rosycross in our times,anonymous,1979
cd8509b6-b89e-f752-ed3b-2302348bbada,The way of the Sufi,"Shah, Idries",1984
a4927ced-ba1f-dc05-8495-059c7324abc7,The way to bliss,"Ashmole, Elias",1658
9d8f3745-e887-8a47-990b-b5b00b4fb9fa,The way to Christ,"Boehme, Jacob",1648
813dc765-2648-a0be-70b4-cca67493b98b,The way to Christ,"Boehme, Jacob",1654
cd9b3329-d56b-7c0f-1d6f-3e40f47a5b9f,The way to Christ,"Boehme, Jacob",1656
2a721faf-d373-3dd2-3e6b-00ef2069cc58,The way to Christ,"Böhme, Jacob",1978
23216685-5984-751f-c35d-9c29e177ac92,"The way to Christ described in the following treatises Of true repentance, of true resignation, of regeneration, of the super-sensual life","Böhme, Jacob",1964
4fb5c4ea-f502-801a-5f93-44873621db3f,The way to Christ discovered,"Boehme, Jacob",1752
1d5b8b71-6ee1-f200-634a-0425af90729f,The way to Christ discovered and described,"Boehme, Jacob",1775
89ad3810-b71b-f113-4c01-e0f0ca040235,"The way to Christ, described in the following treatises: Of true repentance. Of resignation. Of regeneration. Of the super-sensual life","Böhme, Jacob",1894
07c93f89-650a-a7ce-f0bf-6f8f8a6a64a9,"The way to Christ, described in the following treatises: Of true repentance. Of true Resignation. Of regeneration. Of the super-sensual life","Böhme, Jacob",1927
eec6331c-44b2-777a-8444-d62847fd11a8,The way to divine knowledge,"Law, William",1762
3d4e5580-2e51-6321-9ebd-228323d595ca,The way to divine knowlege[!],"Law, William",1752
124b4e03-2c58-566c-5cad-e87716f0cf37,The way to the sabbath of rest,"Bromley, Thomas",1759
e8b9a067-33d7-d578-cc48-836347691122,The web of destiny. How made and unmade,"Grasshoff, Carl Louis Fredrik",1944
f929e7f8-4f9c-a6d4-9e93-8cfe3538f56f,The web of destiny. How made and unmade als the occult effect of our emotions. Prayer - a magic invocation.Practical methods of achieving succes,"Grasshoff, Carl Louis Fredrik",1920
dd877e23-4a9b-c14d-447b-dd51d3dd1a42,The wedding song of wisdom,"Mead, G.R.S.",1908
04480a77-8e8d-8ead-4c1a-b6184b24c9e0,The wellspring of good. The last words of the master,"Duno, Beinsa",2014
9d2ec58f-0597-41e0-6eec-36b9ade7fc8c,The wellspring of light,"Böhme, Jacob",1997
3bd103df-73c6-8460-de87-ad9ce0b71e9d,The Western esoteric traditions. A historical introduction,"Goodrick-Clarke, Nicholas",2008
848fa6c7-1b25-8c74-3986-c4e1c543639c,The Western way. A practical guide to the western mystery tradition,"Matthews, Caitlín|Matthews, John",1986
007aeb8b-794b-eaaf-f08a-5062c4404a69,The white bird of Tao. A seminar of three classes given at Los Angeles in the summer of 1962,"Hall, Manly P.",1964
cdc57687-70e4-168f-b531-887abd63afa3,The white dominican,"Meyrink, Gustav",1994
c6013e35-141b-6e4c-b980-d760f848e6ac,The wholeness of life,"Krishnamurti, J",1978
da41a7c3-7478-d3d9-46ee-f14e0cb3c811,The wind in the willows,"Grahame, Kenneth",1926
99c2546f-a8fe-cfae-ebce-832482b4d699,"The wisdom of Egypt. Jewish, early christian, and gnostic essays in honour of Gerard P. Luttikhuizen",,2005
8e7648e2-2ab4-cf68-f5c6-008f08f1ed2c,The wisdom of Laotse,Lao Zi,1948
5028dd41-4775-a2b5-8f36-d3cdefa696a7,The wisdom of Plotinus. A metaphysical study,"Whitby, Charles J",1909
22bc7660-636e-79cf-5154-d7514dd67d30,The wisdom of Sufism. Sacred readings from the Gathas,"Inayat Khan, Hazrat",2000
1b129aed-24e6-565f-4619-5ce215bdee37,The wisdom of the Chaldeans. An ancient Hebrew astrological & magical treatise,"Gaster, Moses",1999
800cbefd-3b74-fec2-c051-063b2832bea3,The wisdom of the Egyptians,"Brown, Brian",1923
cbe669f4-fac9-0c25-7bd7-248e071ea4ff,The wisdom of the mystic East. Suhrawardi and Platonic orientalism,"Walbridge, John",2001
29faadc9-7fe2-f78c-3c87-3eba9757f420,The wisdom of the Sufis,,1976
0dffb532-986f-9efe-78b5-9c3661e78e57,The wisdom of the throne. An introduction to the philosophy of Mulla Sadra,Mulla Sadra,1981
11109db6-e1fc-3cf7-7ce7-104894ed5c90,The wisdom of the Zohar,,1989
1b86d892-8197-48af-b9dd-10ecf83b8a1c,"The wise-mans crown: or, the glory of the rosie-cross","Heydon, John",1664
baece23c-1517-3cfb-a947-4d9afe850854,The woman Jesus loved. Mary Magdalene in the Nag Hammadi library and related documents,"Marjanen, Antti",1996
096e84e6-2df6-3f60-81c9-1a03099b2310,The work of the kabbalist,"Kenton, Warren",1986
8012b23f-a5a0-3d2a-3ceb-d79afccfd56a,The works,Geber,1678
f6258529-35d1-f69e-6c38-bf77a9240453,The works,Geber,1686
82e1c5ca-4d7d-cc93-c3e5-7fa433d09d14,The works,"Law, William",1762
faaec382-8a30-b67d-81f4-792940e0828f,The works,Plato,1804
a27c54ce-b50b-3fe7-8a5b-a113cc5ee3b9,The works of Dionysius the Areopagite,Dionysius Areopagita,1899
c81908ad-8230-554f-3e40-2ede1a1548cd,"The Works of Geber. Englished by Richard Russell, 1678",Geber,1928
c3f496ce-4a66-161a-1499-38ee284d7b6c,The works of Henry Vaughan,"Vaughan, Henry",1914
d61381e4-2bda-d58a-4a6f-033a44ad35c2,The works of Jacob Boehme,"Böhme, Jacob",1886
804b6c7f-04cb-101d-b534-7c10002f4fb8,The works of Sir Thomas Malory,"Malory, Thomas",1954
d650f357-d3eb-67d3-6094-2d1506119d36,The works of Thomas Vaughan,"Vaughan, Thomas",1984
e4fc1946-12bc-5e28-b008-03052debb659,The works of Thomas Vaughan (Eugenius Philalethes),"Vaughan, Thomas",1991
966b0e3c-08ba-d052-4253-a9ccb199ed7f,The works of Thomas Vaughan. Mystic and alchemist (Eugenius Philalethes),"Vaughan, Thomas",1968
eb504ef3-cfe5-c1f7-8ef4-a04d1b11e156,The works of Thomas Vaughan: Eugenius Philalethes,"Vaughan, Thomas",1919
bcb507e5-7688-c197-eaf8-5536934a4e2f,"The world brotherhood of the rosycross. The second Aquarius renewal conference, Calw 1964","Leene, Jan|Stok-Huizer, Hennie",2000
cdcb2be6-fd61-fb56-46ce-caa5a84b756a,"The world in tears, Messages of hope sympathy and consolation from eminent divines poets dramatists and teachers",Mead G.R.S.|Waite A.E.,1914
c9368fb8-5c7d-5783-6f3a-bcf32023208b,The world of great souls,"Duno, Beinsa",2016
6872e937-b477-c2f9-9036-15d8cdaf2189,The world of learning,,1997
b9cd7c07-6c06-ae84-d7b5-87901a6a252f,The world of peace,"Krishnamurti, J",1985
d1e2b9a5-0c2d-847f-e807-58b19690e7fc,The world of Qumran from within. Collected studies,"Talmon, Shemaryahu",1989
a892aaef-3c24-0cf8-176f-009045d2f4c9,"The world of the Florentine Renaissance artist. Projects and patrons, workshop and art market","Wackernagel, Martin",1981
e5baddbe-c1bc-fa4b-7180-74890508398c,The World Scheme. Dictated to Ida Alice Pote,"Grasshoff, Carl Louis Fredrik",1975
d0d5065f-41d3-cd41-a99d-78ba9a189298,The world-mystery. Four comparative studies in general theosophy,"Mead, G.R.S",1907
4804ee37-0325-aa7a-13fa-059a2483199d,The world-mystery. Four essays,"Mead, G.R.S",1895
11d6bbd9-596a-5074-09a6-d455dabd0061,The worlds of Giordano Bruno. The man Galileo plagiarised,"Powers, Alan W.",2010
0a425207-3227-5dd6-8e0f-f2b35fb17af5,The Wormsley Library. A personal selection by Sir Paul Getty,"Fletcher, H|George   Harding, Robert J.D|Maggs, Bryan D|Voelkle, William M|Wieck, Roger S",1999
1566bdef-db6d-44c1-9a10-750afa94caf3,The Writings of Tatian and Theophilus and the Clementine recognitions,Tatianus|Theophilus|Clementinus,1867
4685c956-5484-ecbf-183a-6f8b35b3209a,The writings of William Blake,"Blake, William",1925
7ab45125-5a82-cd3f-cbf1-374adcd23ae1,The yellow cross. The story of the last Cathars 1290-1329,"Weis, René",2000
4d8b0ec8-a309-26ae-d501-643141343173,The Yogasutra of Patanjali,Patanjali,1976
9d93f997-e978-39ad-6fd4-232bb23a6724,The Zadokite documents. I. The admonition II. The laws,,1958
f71d5b8d-605c-3044-64ae-448add266018,The Zen Life,"Sato, Koji",1972
d67f5468-7cae-d6bb-8d13-d433dbcf9ca4,The zen of the bright virtue. A seminar of five classes given at Los Angelos in the summer of 1962,"Hall, Manly P.|",1962
a97e7074-2a70-fb45-ee7b-5496533f3e99,The Zen teaching of Huang Po. On the transmission of mind. Being the teaching of the Zen Master Huang Po as recorded by the scholar P'ei Hsiu of the T'ang Dynasty. Rendered into English by John Blofeld (Chu Ch'an),"Po, Huang",1958
e1c23510-7f68-3734-7872-a26449e8fdd7,The Zen teching of Huang Po. On the transmission of the mind. Being the teaching of the Zen master Huang Po as recorded by the scholar P'ei Hsiu of the T'ang Dynasty,"Po, Huang",1958
80e29c0e-f042-f23b-99d0-c344924d6d38,The Zen teching of Huang Po. On the transmission of the mind. Translated by John Blofeld,"Po, Huang",1994
7cb4b0c3-304b-3524-c0f2-5e3847560045,The zodiac of life,"Manzolli, Pietro Angelo",1896
2e5598eb-d028-f9b2-fb05-8b1bde23f6d5,The Zohar,,1973
720fd63f-f5ab-2639-522c-577ace60bacb,The Zohar in Moslem and Christian Spain,"Bension, Ariel",1932
3de64265-1aa5-0702-62ca-ed9177ae29dc,Theaetetus. Sophist,Plato,2006
2948c78d-a5d9-eaa4-0ff8-bec24b232d96,Theatre and alchemy,"Knapp, Bettina L.",1980
8b0922a7-730b-812d-169d-054e271d539b,Theatre of the world,"Yates, Frances A",1978
61a0a27a-472d-1cb3-3980-3e01d049938d,Theatro d'arcani,"Locatelli, Lodovico",1644
a59a3ab9-ece0-44af-bbea-bd74d65d564d,Theatro d'arcani,"Locatelli, Lodovico",1667
eb515350-9c0a-ffa3-16c4-793a3fb2e4d6,"Theatrum amantium, colentium, imitantium Christum crucifixum","Sandaeus, Maximilianus",1648
0171a184-b9fa-8ee9-a263-9b034fb15da5,Theatrum chemicum,anonymous,1602
50d8dd75-c00a-47de-aaa9-1eb91ee29035,Theatrum chemicum,anonymous,1613
2fc61550-d5a1-77c1-a794-e82c968300e2,Theatrum chemicum,,1981
4aa38c37-9599-0851-792b-96fa09ebad17,Theatrum chemicum Britannicum,"Ashmole, Elias",1968
032211f2-b959-07da-c798-9683ba87b850,"Theatrum chemicum Britannicum containing severall poeticall pieces of our famous English philosophers, who have written the Hermetique mysteries in their owne ancient language",,1967
99366362-8a97-ae89-7353-51b7a92d060f,Theatrum chemicum Britannicum. Containing severall poeticall pieces of our famous english philosophers,"Ashmole, Elias",1652
da248a07-4501-cd38-fd16-10861238a3b2,"Theatrum chimicum, ofte geopende deure der chymische verborgentheden ontsloten","[Blankaart, Steven]|Digby, Kenelm",1693
dd8740ff-2931-ddf3-d6ce-893a1652cbcb,"Theatrum divinae providentiae oder die Historia des, von Gott hart angegriffenen [...] Hiobs","Derschau, Friedrich von",1697
a2b3e52d-0192-d6e5-043b-e55a9e5ee05c,"Theatrum orbis librorum. Boeken, handschriften, kaarten en prenten uit Nederlands openbaar bezit, tentoonsgesteld t.g.v. de zevenstige verjaardag van de Amsterdamse antiquaar Nico Israel. Universiteitsbibliotheek van Amsterdam, 26 mei - 30 juni 1989",,1989
91a309dd-6e82-aa81-9c2e-bcff2665bc2a,Theatrum orbis librorum. Liber amicorum presented to Nico Israel on the occasion of his seventieth birthday,,1989
65e360b3-e03d-c954-19c5-ecf1836f5758,"Theatrum sympateticum, ofte wonder toneel der natuirs verborgentheden","Digby, Kenelm|Papinius, Nicolaus|Kircher, Athanasius",1709
b653887d-fb53-ced4-1981-e88bc49093e4,"Theatrum sympateticum, ofte wonder-toneel der natuurs verborgentheden. Theatrum sympateticum. 't Groote licht der natuurkunde","Digby, Kenelm|Papinius, Nicolaus|Kircher, Athanasius",1697
5ea54554-4c12-3f8f-eb48-ebf974f72f79,Theatrum sympatheticum,"Digby, Kenelm",1660
86dbb2ce-d627-9bbc-3361-18358326d7d3,Theatrum sympatheticum,"Digby, Kenelm",1661
6c9f537a-9375-d84e-e075-9e6c0e300000,Theatrum sympatheticum auctum,"Digby, Kenelm",1662
840cc8d3-eacb-2a40-aa6b-ffc21d52e2af,Theca gladii spiritus,"Andreae, Johann Valentin",2003
a67ee321-4ab8-a728-fca1-994a13182097,Themata juris controversi subsequentia,"Ehinger, Burckhardus",1615
cd827701-c916-5956-dfcd-227c613c8f17,"Themis aurea, das ist, von den Gesetzen, und Ordnungen der löblichen Fraternitet R.C","Maier, Michael",1618
3bddc2be-8a9d-8249-ddbf-22ecc9b3a3e0,"Themis aurea, hoc est, de legibus Fraternitatis R.C","Maier, Michael",1618
e53ebee0-1c4c-a519-9712-401b781996b3,"Themis aurea, hoc est, De legibus Fraternitatis R.C","Maier, Michael",1624
99e10b75-b4c2-52a3-6c67-6afe401b306c,Themis aurea. De gouden themis 1628,"Maier, Michael",2010
9632e9eb-e314-9c98-2f7f-efc0a9f1e2bf,Themis aurea. The laws of the Fraternity of the Rosie Crosse,"Maier, Michael",1656
8baac2ea-66af-87c1-3d9d-f336e978b8eb,"Theo-philosophia theoretico-practica, oder Der wahre Grund göttlicher und natürlicher Erkänntniss","[Richter, Samuel]",1711
3e64c138-552e-8fcc-351a-06599fd600f7,"Theo-philosophia theoretico-practica, oder der wahre Grund göttlicher und natürlicher Erkänntniss","[Richter, Samuel]",1714
d06a9002-a57e-a21d-39e3-3ee26543e694,"Theodicaea, oder, Versuch und Abhandlung, wie die Güte und Gerechtigkeit Gottes ...zu verteidigen","Leibnitz, Gottfried Wilhelm von",1726
b21c489c-e9ec-fe62-fa3d-d49cc4ffd3fd,"Theodicee of proeven over Gods goedheid, 's menschen vryheid, en den oorsprong van het kwaad","Leibnitz, Gottfried Wilhelm von",1782
a2d54ad0-82f1-36e3-1bca-dcee20498374,"Theodicee, das ist, Versuch von der Güte Gottes","Leibnitz, Gottfried Wilhelm von",1744
d3d13adb-9ff5-0c28-d3d2-edeaa27ba464,"Theodicee, das ist, Versuch von der Güte Gottes","Leibnitz, Gottfried Wilhelm von",1763
77fb9967-fc2e-17f7-e950-be4c97689ed9,Theodicy in the world of the bible,,2003
5a27e770-8f1c-fc8b-90ae-2ca1f65c3b83,"Theodorus à Brakel, Wilhelmus à Brakel en Sara Nevius","Fieret, W.|Ros, A.",1988
8045658b-7b9f-b1fd-28fb-27156c8bb640,Theogenesis. Der dritte Abschnitt der uralten Stanzen des Dzyan. Die ersten beiden Abschnitte wurden von Helena P. Blavatsky in der Geheimlehre unter den Titeln Kosmogenesis und Anthropogenesis aufgezeichnet,"Dower, William H.|Due, Francia A. La|Dower, Jane W.|Forgostein, Harold E.",1997
09ca0ec6-a1d2-2203-85b9-5f42a3609ef9,"Theogonie und Astronomie. Ihr Zusammenhang nachgewiesen an den Göttern der Griechen, Aegypter, Babylonier und Arier","Krichenbauer, Anton",1881
e24349ce-1866-1e79-a0fd-bbbe9f8a07d3,"Theogonie, Kosmogonie und Anthropogenie in den mandäischen Schriften. Eine literarkritische und traditionsgeschichtliche Untersuchung","Rudolph, Kurt",1965
7f6928ec-52e7-1e08-321d-0afe22aae2c7,Theologen und Theologie an der Universität Tübingen. Beiträge zur Geschichte der Evangelisch-Theologischen Fakultät,,1977
11818be9-6a10-557e-c9f9-b937b06c6a5d,Theologia & scientia una & universalis in sich haltende eine gruendige Eroerterung... Erster Theil,Philirini,1700
d68c6a82-08fe-ad08-fee6-435aaf7e7626,Theologia aethiopum ex liturgiis fidei confessionibus,"Oertel, Johann Gottfried",1746
2be5ece7-3e84-ddc2-c7a2-7633b9caef2b,Theologia Bernhardi ac Tauleri,"Lutherus, Theander",1584
9eef5cc5-11b4-471e-8b91-34809e4a7102,Theologia Christiana in numeris,"[Lange, Johann Christian]",1734
497659bb-ddd1-a8b8-fe71-74538ebd7cdb,Theologia Damasceni,Johannes Damascenus,1507
b1cc065e-80f0-56d9-c022-fa71efdcb70f,Theologia Damasceni,Johannes Damascenus,1512
e71a49a9-34bc-ed0e-a821-a57ce19b0894,Theologia Damasceni,Johannes Damascenus,1519
8f133a74-d192-1f2a-9a45-f438498b5a8d,Theologia deutsch,anonymous,1855
f7b76c82-fcdb-4b10-b6d6-9f00d4a8d3a2,Theologia deutsch,anonymous,1875
bc3c4aba-fcc1-3ce0-9a86-640dd0292352,Theologia deutsch. Ein Grundschrift deutscher Mystik,anonymous,1980
9d38dfbf-f3ad-65fd-5615-c91c4933d681,Theologia deutsch. Mit einer Einleitung über die Lehre der Vergottung in der dominikanischen Mystik,anonymous,1929
65ed7a5f-15fe-82dd-8695-38f5c8a4ae74,Theologia ex idea vitae deducta,"Oetinger, Friedrich Christoph",1979
59ae0078-cc22-f25e-eb33-ed1495ed9041,Theologia ex vitae deducta,"Oetinger, Friedrich Christoph",1765
490e69ce-10c0-dc05-8e49-3352173409dd,Theologia germanica,,1557
f3937f08-7ceb-6eb8-9b90-5b3d99480309,Theologia germanica,,1950
ec740fbf-d608-d2dc-db8a-4b0571bec1ec,Theologia Germanica. The way to a sinless life,,1952
883ecd6e-0f24-e00b-16c3-87e52ef78c43,Theologia mystica cum speculativa,"Herpen, Henricus van",1538
a4f8823a-99c1-18a1-1bf9-b687c5783cf4,"Theologia mystica in altbairischer Übertragung. Bernardus von Clairvaux, Bonaventura, Hugo von Balma, Jean Gerson, Bernhard von Waging und andere. Studien zum Übersetzungswerk einer Tegernseer Anonymous aus der Mitte des 15. Jahrhunderts","Höver, Werner",1971
6ceae0a5-32ba-9fc9-a55f-67abc7f208b5,"Theologia mystica, or the mystic divinitie","Pordage, John",1683
7aca4239-43dc-8337-dc82-105cd0894dfc,Theologia mystica: oder geheime und verborgne goettliche Lehre,"Pordage, John",1698
ea93d595-d0f8-b079-5fd4-1d435610bc19,Theologia mystica; oder Geheime Krafft-Theologia der Alten,"Hoburg, Christian",1700
66b01254-0a65-a623-05bc-437e6a24e6ad,Theologia mystica; oder geheime Krafft-Theologia der Alten,"Hoburg, Christian",1730
6f65c1cb-2d15-025e-7ace-da0ca0d4df3f,Theologia naturalis,"Sabunde, Raimundus de",1501
583de383-d95e-e0c3-a6da-7cbf77a5feb0,Theologia naturalis,"Sabunde, Raimundus de",1541
7805dd49-4431-270d-5472-f29ccf297f32,Theologia naturalis seu liber creaturarum,"Sabunde, Raimundus de",1966
b9ec34df-089e-ce3f-244f-bfba3275bf69,Theologia naturalis. Sive entis increati et creati,"Raynaud, Théophile",1622
c9334d68-d965-e0d5-288d-ddce71df49d2,Theologia Platonica de immortalitate animorum XVIII libris comprehensa,"Ficino, Marsilio",1975
55eb34df-049d-0213-de0f-22c772efbf91,"Theologia practica, dat is: alle de theologische wercken","Love, Christopher",1664
d2511778-6975-96f1-2635-f52fd23d0cbf,Theologia sive mistica phylosophia,Aristoteles,1519
f5b411de-a13d-fd14-8bb4-2c331dd700ed,Theologia teuetsch,,1518
29bd40c3-e7e4-913b-c7b7-002e1e84589d,Theologia teuetsch,,1520
95f62c9c-9e55-2f02-4cf7-2426c36136d3,Theologia Weigelii. Das ist oeffentliche Glaubens-Bekaendtnuess,"Weigel, Valentin",1699
715d1f66-748b-a5df-9937-16187bffc914,Theologia Weigelii. Das ist: Offentliche Glaubens Bekaendtnuess ,"Weigel, Valentin",1618
914adc1c-ef5f-f8bb-f639-99df0a50c1a5,Theologiae mysticae,"Herpen, Henricus van",1556
2923d25c-741d-721b-2c52-6f6c414868dc,Theologiae mysticae,"Weyer, Matthias",1658
480fa2a1-3ca1-a7f7-f7ac-0bf3f210c425,Theologiae mysticae libri tres,"Herpen, Henricus van",1611
95e7ab54-a8d8-88fc-f38b-548a1186be46,Theological and practical divinity,"[Pordage, John?]",1769
f8a64138-e40b-cf0f-c045-8ef23bac63c7,Theologie in de Universiteitsbibliotheek van Amsterdam,,1986
5f5099c6-9f95-1b19-74fc-389d9808ff68,Theologie und Anthroposophie. Eine Einführung,,1930
de2f18e7-4bb8-5465-1f69-d3f1b7638ed5,Theologie und Naturalismus in der altchristlichen Zeit. Der Kampf des Origenes gegen Celsus um die Stellung des Menschen in der Natur,"Kind, Aug",1875
a155b846-e598-cd89-e8ca-4eb7d7b50b60,Theologie und Philosophie aus Heinrich Suso und Niclaus von Strasburg,"Seuse, Heinrich",1838
7f0c5c82-a92d-64fc-7e5e-8234a75749a3,Theologie und Pietismus. Lebensberichte und Aufsätze,,1961
06ef74df-9995-d85d-7097-27ef78ede850,Theologie und Spiritualität. Beiträge zur Gestaltwerdung des christlichen Glaubens,"Ruhbach, Gerhard",1987
371823a7-da02-a69e-a8ce-751d2612d5e0,Theologie. Kirchengeschichte,,1924
1ab64085-bc49-3605-9036-c18aa46a347a,Theologisch-politiek traktaat,"Spinoza, Benedictus de",2008
67ea184e-a698-4e13-7b8f-1c9eca3a97d9,Theologisch-politische Abhandlungen,"Spinoza, Benedictus de",1826
a61fde2b-f97d-1840-5800-290b44a5a1cb,Theologisch-politische Streitschiften,"Andreae, Johann Valentin",2017
3550030f-8a56-fcbb-5a20-46ab11c5d173,Theologische Beantwortung zwoer Fragen,,1732
885321ff-ca42-9c75-465c-1ff682bda300,Theologische Sendschreiben von dem rechten Kirchen-gehen,"Franckenberg, Abraham von",1667
4ece5f1c-fb91-27ed-087b-f806fc47713c,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1955
9de610e0-1288-29a6-b83d-d400debad951,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1957
a1ef938c-2903-beb9-3602-f316eb5723df,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1959
2aa60e07-8b53-a0e0-2576-f23e69b4995b,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1965
54b0f877-bf47-7eac-a379-2a8951e6a494,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1973
e2bb6ab5-951f-8e5e-c4ae-85085d97b42b,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1986
15400053-a1cf-1012-f6f5-83c989651162,Theologische und religionsphilosophische Schriften,"Paracelsus, Theophrastus",1995
cfb4c143-6797-8be5-5b59-53b597f8580e,Theologische Werke,"Swedenborg, Emanuel",1789
b35bc197-a627-ad8a-158d-f242be911fa4,Theologisches Bedencken,"Spener, Philipp Jacob",1692
e45b8268-6351-a1a4-4cbc-65961c9d13e3,"Theomagia, or the temple of wisdome","Heydon, John",1664
ca753d6e-f3e4-b2b8-fa51-093e27794e35,Theophilus,"Andreae, Johann Valentin",1973
